,ID,ageGap,attendReligiousServiceFreq,employmentStatus,genderSubjectAttractedTo,houseType,householdAdults_num,householdIncome,householdMinor_num,householdSize,interracial,isHispanic,isLivingTogether,isMarried,isMetroArea,metAs_coworkers,metAs_customerAndClient,metAs_workNeighbors,metIn_church,metIn_college,metIn_military,metIn_privateParty,metIn_public,metIn_restaurantOrBar,metIn_school,metIn_voluntaryOrg,metOn_blindDate,metOn_businessTrip,metOn_vacation,metOnline_all,metOnline_chat,metOnline_datingSiteOrApp,metOnline_gaming,metOnline_nonDatingSite,metOnline_other,metOnline_socialNetwork,metThru_family,metThru_friend,metThru_notInternetDatingService,metThru_orAs_neighbors,met_YearFraction,met_to_shipStart_diff,moveIn_YearFraction,numRelativesSeePerMonth,ownHouseRentOther,partnerAge,partnerEduc_years,partnerGender,partnerMotherEduc_years,partnerParty_DemPos_RepNeg,partnerRace,partyDifference,region,relationshipQuality,relationshipQuality_isGood,relationshipQuality_num,season_met,season_shipStart,sexFrequency,shipStart_YearFraction,shipStart_to_moveIn_YearFraction,straightGayLesbian,subjectAge,subjectAgeWhenMet,subjectCountryWhenMetPartner,subjectEduc_years,subjectGender,subjectGrewUpInUS,subjectMotherEduc_years,subjectParty_DemPos_RepNeg,subjectRace,subjectSexualIdentity,timesDivorcedOrWidowed,whoEarnedMore
2204,1377765,2.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,112500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1985.7916,0.0,1986.125,0.0,Owned or being bought by you or someone in your household,56.0,16.0,[Partner Name] is Male,12.0,0,White,1,South,Good,1,4,autumn,autumn,Once a month or less,1985.7916,0.33337402,hetero couple,54,22.0,United States,13.0,Female,United States,11.0,-1,White,heterosexual or straight,0.0,I earned more
2205,1571537,2.0,Never,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,55000,0,2,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1970.4584,1.166626,1973.5416,3.0,Owned or being bought by you or someone in your household,66.0,13.0,[Partner Name] is Female,12.0,1,White,0,West,Excellent,1,5,summer,summer,2 to 3 times a month,1971.625,1.916626,hetero couple,68,21.0,United States,13.0,Male,United States,12.0,1,White,heterosexual or straight,0.0,I earned more
2206,2862597,5.0,Never,employed,sexually attracted only to same gender,A one-family house detached from any other house,2,67500,1,3,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2013.625,0.0,2013.625,0.0,Owned or being bought by you or someone in your household,49.0,14.0,[Partner Name] is Female,11.0,1,White,0,Midwest,Good,1,4,summer,summer,Once or twice a week,2013.625,0.0,lesbian couple,44,40.0,United States,12.0,Female,United States,12.0,1,White,lesbian,0.0,I earned more
2207,1181125,2.0,More than once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,27500,0,2,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,1954.2084,,1955.4584,1.0,Owned or being bought by you or someone in your household,83.0,12.0,[Partner Name] is Female,16.0,0,White,2,South,Excellent,1,5,spring,,Refused,,,hetero couple,85,22.0,United States,12.0,Male,United States,12.0,-2,White,heterosexual or straight,0.0,I earned more
2208,2746227,7.0,Once a year or less,employed,,A one-family house detached from any other house,2,187500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1997.7916,5.25,2005.5416,2.0,Owned or being bought by you or someone in your household,48.0,17.0,[Partner Name] is Male,13.0,-1,White,1,South,Good,1,4,autumn,winter,Once a month or less,2003.0416,2.5,hetero couple,41,21.0,United States,20.0,Female,United States,13.0,-2,White,heterosexual or straight,0.0,I earned more
2209,2564781,3.0,More than once a week,unemployed,sexually attracted only to opposite gender,A mobile home,2,55000,1,3,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1995.5416,0.0,1995.7916,0.0,Owned or being bought by you or someone in your household,44.0,13.0,[Partner Name] is Male,12.0,-2,White,0,Northeast,Excellent,1,5,summer,summer,3 to 6 times a week,1995.5416,0.25,hetero couple,41,19.0,"Another country, please specify",13.0,Female,"Another country, please specify",12.0,-2,White,heterosexual or straight,0.0,[Partner Name] earned more
2211,1825393,4.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,17500,3,5,yes,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,2008.9584,0.0,2009.125,1.0,Rented for cash,33.0,12.0,[Partner Name] is Male,13.0,0,Other (please specify),1,West,Very Poor,0,1,winter,winter,Once a day or more,2008.9584,0.16662598,hetero couple,29,20.0,United States,9.0,Female,United States,0.0,1,Asian or Pacific Islander,heterosexual or straight,0.0,[Partner Name] earned more
2212,1889229,3.0,Never,employed,"sexually attracted mostly to same gender, sometimes opposite gender",A one-family house attached to one or more houses,2,67500,0,2,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1992.2916,0.91674805,1993.2084,0.0,Owned or being bought by you or someone in your household,71.0,13.0,[Partner Name] is Male,12.0,1,White,0,South,Good,1,4,spring,spring,Once a month or less,1993.2084,0.0,gay male couple,68,43.0,United States,12.0,Male,United States,11.0,1,White,bisexual,0.0,[Partner Name] earned more
2213,1920851,2.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,45000,1,3,no,True,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2004.7916,0.0,2004.9584,0.0,Owned or being bought by you or someone in your household,33.0,12.0,[Partner Name] is Female,12.0,0,White,2,Midwest,Good,1,4,autumn,autumn,Once or twice a week,2004.7916,0.16674805,hetero couple,35,22.0,United States,12.0,Male,United States,12.0,2,White,heterosexual or straight,0.0,We earned about the same amount
2215,1850371,2.0,Never,unemployed,"sexually attracted mostly to opposite gender, sometimes same gender",A building with 2 or more apartments,1,8750,0,1,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2015.9584,,,0.0,Rented for cash,33.0,13.0,[Partner Name] is Female,16.0,3,White,2,Midwest,Excellent,1,5,winter,,Once a month or less,,,hetero couple,35,33.0,United States,14.0,Male,United States,16.0,1,White,heterosexual or straight,0.0,[Partner Name] was not working for pay
2216,2054791,1.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,112500,0,3,no,False,Yes,"Yes, I am Married",Metro,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1981.7084,0.25,1982.4584,8.0,Owned or being bought by you or someone in your household,62.0,16.0,[Partner Name] is Female,16.0,3,White,0,West,Good,1,4,autumn,winter,Once a month or less,1981.9584,0.5,hetero couple,61,25.0,United States,17.0,Male,United States,16.0,3,White,heterosexual or straight,0.0,I earned more
2217,1909363,6.0,Once a week,retired,sexually attracted only to opposite gender,A building with 2 or more apartments,2,225000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,1954.375,0.5,1956.4584,4.0,Rented for cash,91.0,12.0,[Partner Name] is Male,7.5,1,White,1,Midwest,Excellent,1,5,spring,autumn,Once a month or less,1954.875,1.583374,hetero couple,85,22.0,United States,12.0,Female,United States,7.5,2,White,heterosexual or straight,0.0,[Partner Name] was not working for pay
2218,1885139,1.0,Once a year or less,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,1,45000,0,1,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,1970.0416,0.0,1970.5416,1.0,Owned or being bought by you or someone in your household,71.0,13.0,[Partner Name] is Female,12.0,1,White,0,West,Good,1,4,winter,winter,Once or twice a week,1970.0416,0.5,hetero couple,70,23.0,United States,16.0,Male,United States,13.0,1,White,heterosexual or straight,0.0,[Partner Name] was not working for pay
2219,2634225,0.0,Once a year or less,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,3,137500,0,3,yes,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1984.2084,0.0,1984.2084,0.0,Owned or being bought by you or someone in your household,61.0,14.0,[Partner Name] is Female,12.0,0,White,1,Northeast,Excellent,1,5,spring,spring,Refused,1984.2084,0.0,hetero couple,61,28.0,United States,13.0,Male,United States,16.0,-1,"American Indian, Aleut, or Eskimo",heterosexual or straight,1.0,[Partner Name] earned more
2220,2847813,4.0,Once a year or less,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,225000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1975.7084,0.25,,0.0,Owned or being bought by you or someone in your household,66.0,20.0,[Partner Name] is Male,20.0,-2,White,5,West,Excellent,1,5,autumn,winter,2 to 3 times a month,1975.9584,,hetero couple,70,28.0,United States,20.0,Female,United States,7.5,3,White,heterosexual or straight,1.0,[Partner Name] earned more
2221,2494941,2.0,Once a year or less,retired,sexually attracted only to opposite gender,A mobile home,2,11250,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1980.5416,0.08337402,1980.7084,0.0,Owned or being bought by you or someone in your household,57.0,10.0,[Partner Name] is Male,12.0,-2,White,4,South,Excellent,1,5,summer,summer,Once or twice a week,1980.625,0.08337402,hetero couple,55,18.0,United States,12.0,Female,United States,13.0,2,White,heterosexual or straight,0.0,[Partner Name] earned more
2222,2721277,10.0,Once or twice a month,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,55000,0,2,no,True,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1978.375,0.0,1978.9584,0.0,Owned or being bought by you or someone in your household,49.0,12.0,[Partner Name] is Female,5.5,-3,White,0,West,Excellent,1,5,spring,spring,2 to 3 times a month,1978.375,0.583374,hetero couple,59,20.0,United States,16.0,Male,United States,12.0,-3,White,heterosexual or straight,0.0,I earned more
2223,2772747,4.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house attached to one or more houses,2,150000,1,3,no,False,No,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2007.125,2.583374,2014.625,3.0,Owned or being bought by you or someone in your household,50.0,17.0,[Partner Name] is Male,17.0,1,Asian or Pacific Islander,2,Northeast,Poor,0,2,winter,autumn,Once a month or less,2009.7084,4.916626,hetero couple,46,36.0,United States,17.0,Female,United States,16.0,-1,Asian or Pacific Islander,heterosexual or straight,0.0,I earned more
2224,758697,1.0,Once or twice a month,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,37500,0,2,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,2013.375,0.75,2015.7916,0.0,Owned or being bought by you or someone in your household,55.0,12.0,[Partner Name] is Male,,0,White,2,South,Fair,0,3,spring,winter,Once or twice a week,2014.125,1.666626,hetero couple,54,50.0,United States,13.0,Female,United States,20.0,2,White,heterosexual or straight,2.0,I earned more
2226,2759605,12.0,More than once a week,employed,sexually attracted only to opposite gender,A building with 2 or more apartments,2,22500,0,2,no,True,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,2015.4584,1.0,2016.625,3.0,Rented for cash,35.0,16.0,[Partner Name] is Female,9.0,1,White,4,Northeast,Excellent,1,5,summer,summer,3 to 6 times a week,2016.4584,0.16662598,hetero couple,47,45.0,United States,13.0,Male,"Another country, please specify",9.0,-3,White,heterosexual or straight,3.0,[Partner Name] earned more
2227,2677369,0.0,Never,employed,"sexually attracted mostly to opposite gender, sometimes same gender",A building with 2 or more apartments,2,92500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2008.875,0.08337402,2013.0416,0.0,Rented for cash,27.0,16.0,[Partner Name] is Male,16.0,1,White,0,West,Good,1,4,autumn,winter,Once a month or less,2008.9584,4.083252,hetero couple,27,18.0,United States,16.0,Female,United States,16.0,1,White,bisexual,0.0,[Partner Name] earned more
2228,1938529,25.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,92500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1990.125,0.08337402,1997.5416,2.0,Owned or being bought by you or someone in your household,75.0,10.0,[Partner Name] is Male,9.0,-3,White,1,Northeast,Excellent,1,5,winter,spring,Once or twice a week,1990.2084,7.333252,hetero couple,50,23.0,United States,12.0,Female,United States,12.0,-2,White,heterosexual or straight,0.0,We earned about the same amount
2229,2930787,2.0,Once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,3,80000,0,3,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1958.875,0.0,1959.2916,1.0,Owned or being bought by you or someone in your household,77.0,12.0,[Partner Name] is Female,10.0,3,White,0,South,Excellent,1,5,autumn,autumn,Once a month or less,1958.875,0.41662598,hetero couple,79,20.0,United States,12.0,Male,United States,12.0,3,White,heterosexual or straight,0.0,I earned more
2230,2899105,2.0,Never,retired,sexually attracted only to opposite gender,A mobile home,2,112500,0,2,no,False,Yes,"Yes, I am Married",Non-Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1977.625,0.16662598,1978.2084,0.0,Owned or being bought by you or someone in your household,66.0,16.0,[Partner Name] is Female,12.0,0,White,2,West,Excellent,1,5,summer,autumn,Once a month or less,1977.7916,0.41674805,hetero couple,64,24.0,United States,16.0,Male,United States,12.0,-2,White,heterosexual or straight,0.0,I earned more
2232,2043853,4.0,More than once a week,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,37500,0,2,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1976.0416,0.0,1976.9584,6.0,Owned or being bought by you or someone in your household,60.0,14.0,[Partner Name] is Female,10.0,-3,White,0,South,Excellent,1,5,winter,winter,Once or twice a week,1976.0416,0.91674805,hetero couple,64,23.0,United States,11.0,Male,United States,9.0,-3,White,heterosexual or straight,0.0,[Partner Name] was not working for pay
2233,2536239,4.0,Once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,3,80000,0,3,no,True,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,1955.9584,0.33325195,1958.4584,5.0,Owned or being bought by you or someone in your household,78.0,12.0,[Partner Name] is Female,0.0,0,White,1,West,Excellent,1,5,winter,spring,Refused,1956.2916,2.166748,hetero couple,82,20.0,United States,14.0,Male,United States,5.5,-1,White,heterosexual or straight,0.0,I earned more
2234,2952855,1.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,300000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1997.5416,0.0,1997.875,0.0,Owned or being bought by you or someone in your household,49.0,16.0,[Partner Name] is Male,12.0,-3,White,1,West,Excellent,1,5,summer,summer,Once or twice a week,1997.5416,0.33337402,hetero couple,48,28.0,United States,16.0,Female,United States,12.0,-2,White,heterosexual or straight,0.0,We earned about the same amount
2235,2299695,24.0,Once a week,unemployed,sexually attracted only to same gender,A building with 2 or more apartments,1,11250,0,1,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2015.5416,0.16674805,,15.0,Rented for cash,32.0,0.0,[Partner Name] is Male,0.0,0,Black or African American,3,South,Fair,0,3,summer,autumn,3 to 6 times a week,2015.7084,,gay male couple,56,54.0,United States,13.0,Male,United States,12.0,3,Black or African American,gay,0.0,I earned more
2238,2966931,2.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,112500,0,2,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1995.4584,10.166626,2007.7084,0.0,Owned or being bought by you or someone in your household,42.0,17.0,[Partner Name] is Female,14.0,3,White,2,West,Excellent,1,5,summer,summer,2 to 3 times a month,2005.625,2.083374,hetero couple,44,22.0,United States,12.0,Male,United States,13.0,1,White,heterosexual or straight,0.0,[Partner Name] earned more
2239,1979935,2.0,Once or twice a month,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,4,112500,0,4,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2015.5416,0.33337402,2016.7084,3.0,Owned or being bought by you or someone in your household,26.0,16.0,[Partner Name] is Male,12.0,-2,White,0,South,Good,1,4,summer,autumn,3 to 6 times a week,2015.875,0.833374,hetero couple,24,22.0,United States,16.0,Female,United States,16.0,-2,White,heterosexual or straight,0.0,We earned about the same amount
2240,2926919,1.0,Once a year or less,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,112500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1974.7916,1.75,1979.2916,5.0,Owned or being bought by you or someone in your household,56.0,12.0,[Partner Name] is Male,12.0,2,White,0,South,Excellent,1,5,autumn,summer,Once or twice a week,1976.5416,2.75,hetero couple,57,14.0,United States,12.0,Female,United States,12.0,2,White,heterosexual or straight,0.0,[Partner Name] earned more
